orderId,orderNumber,orderDate,orderStatus,shipToCity,shipToState,itemIndex,itemName,itemSku,itemQty,itemUnitPrice,currentCustomsDesc,currentCustomsHS,currentCustomsQty,currentCustomsValue,suggestedDesc,suggestedHS,matchMethod,productTypeDetected
,,,,,,6,Square Bullet Stickers - Deep Oak,STK-SQB-DPO,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
591971664,48667,2025-06-20,awaiting_shipment,CLERMONT,FL,0,MT Washi - Pastel Cream,AC-MT-CO,1,6.85,Decorative tape for journaling,4811412100,1,6.85,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,1,MT Washi - Pattern - Navy Blue Stripes,AC-MT-PNW,1,6.85,Decorative tape for journaling,4811412100,1,6.85,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,2,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Witching Hour",2026Q4-COMBO-HARD-WIT,1,117.05,Planner agenda (bound diary),4820102010,1,117.05,Planner agenda (bound diary),4820102010,HS_planner,planner
592012806,48669,2025-06-20,awaiting_shipment,SAN JUAN,PR,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Fawn",2026Q4-COMBO-HARD-FWN,1,98.77,Planner agenda (bound diary),4820102010,1,98.77,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Woodlands",2026Q4-COMBO-HARD-WDL,1,98.77,Planner agenda (bound diary),4820102010,1,98.77,Planner agenda (bound diary),4820102010,HS_planner,planner
592012814,48670,2025-06-20,awaiting_shipment,FORT WORTH,TX,0,2026 Daily Duo Planner (Hardcover) - Wild Indigo,2026Q4-DUO-HARD-WDI,1,146.78,Planner agenda (bound diary),4820102010,1,146.78,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,8.23,Paper sticker,4911998000,1,8.23,Paper sticker,4911998000,HS_sticker,sticker
592012817,48672,2025-06-20,awaiting_shipment,LAND O LAKES,FL,0,2026 Daily Duo Planner (Hardcover) - Scarlet Oak,2026Q4-DUO-HARD-SCA,1,146.78,Planner agenda (bound diary),4820102010,1,146.78,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,DEBBIE10,,1,-14.68,,,,,,,NONE,
592012800,48673,2025-06-20,awaiting_shipment,EAGAN,MN,0,"Rose Garden Dotted Notebook (150gsm, Hardcover) - A5 / Blossomfield",DOT-BSM-HA5-ROG,1,49.39,Notebook (bound journal),4820102060,1,49.39,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Blossomfield",2026Q4-COMBO-HARD-BLF,1,98.77,Planner agenda (bound diary),4820102010,1,98.77,Planner agenda (bound diary),4820102010,HS_planner,planner
592012803,48675,2025-06-20,awaiting_shipment,ALLEN,TX,0,2026 A5 Minimalist Horizontal Planner (Hardcover) - Rivière,2026Q4-A5MIN-H-HARD -RIV,1,72.78,Planner agenda (bound diary),4820102010,1,72.78,Planner agenda (bound diary),4820102010,HS_planner,planner
601949707,48678,2025-06-20,awaiting_shipment,LONGVIEW,TX,0,Planner customizations,,1,2.7,Planner agenda (bound diary),4820102010,1,2.7,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Highlight Stickers - Rivière,AC-HI-RI,1,6.87,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,"Dotted Notebook (No Foil, Cloth Flex, 150gsm) - A5 / Rivière",DOT-RIV-CFX,1,49.43,Notebook (bound journal),4820102060,1,49.34,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,3,Monthly Tabs - Rivière,MTH-RIV-25,1,8.24,Paper sticker,4911998000,1,6.87,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,2026 A5 Minimalist Horizontal Planner (Cloth Flex) - Rivière,2026Q4-A5MIN-H-CLOTH-RIV,1,76.86,Planner agenda (bound diary),4820102010,1,76.86,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,5,"Dotted Notebook (No Foil, Hardcover, 150gsm) - A5 / Rivière",DOT-RIV-HA5,1,49.34,Notebook (bound journal),4820102060,1,49.43,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,6,2026 A5 Minimalist Horizontal Planner (Hardcover) - Rivière,2026Q4-A5MIN-H-HARD -RIV,1,74.01,Planner agenda (bound diary),4820102010,1,74.01,Planner agenda (bound diary),4820102010,HS_planner,planner
592012809,48679,2025-06-20,awaiting_shipment,AMBLER,PA,0,Weekly Habit Tracker Notepad,NP-WT,1,9.61,Notepad,4820102020,1,9.61,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,2026 A5 Minimalist Vertical Planner (Hardcover) - Plum Grove,2026Q4-A5MIN-V-HARD-PLG,1,72.78,Planner agenda (bound diary),4820102010,1,72.78,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,2026 Weekly Planner (Hardcover) - Plum Grove,2026Q4-WEEKLY-HARD-PLG,1,72.78,Planner agenda (bound diary),4820102010,1,72.78,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,HEBAALSIBAI10,,1,-14.56,,,,,,,NONE,
592063772,48683,2025-06-20,awaiting_shipment,DES MOINES,IA,0,2026 Daily Planner (Hardcover) - Wild Indigo,2026Q4-DAILY-HARD-WDI,1,72.78,Planner agenda (bound diary),4820102010,1,72.78,Planner agenda (bound diary),4820102010,HS_planner,planner
592063777,48687,2025-06-20,awaiting_shipment,DOTHAN,AL,0,Free Midnight Sky Celestial Stickers,STCK-WF-MOON,1,,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,"Moon Phases Graph Notebook (150gsm, Hardcover) - A5 / Witching Hour",GRP-WIT-HA5-MNF,1,49.31,Notebook (bound journal),4820102060,1,49.31,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,2,Monthly Tabs - Rivière,MTH-RIV-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Rivière",2026Q4-COMBO-CLOTH-RIV,1,98.61,Planner agenda (bound diary),4820102010,1,72.59,Planner agenda (bound diary),4820102010,FALLBACK,
,,,,,,4,2026 Daily Planner (Hardcover) - Enchanted Forest,2026Q4-DAILY-HARD-ENF,1,72.59,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Rivière",482010,1,98.61,Planner agenda (bound diary),4820102010,FALLBACK,planner
,,,,,,5,Monthly Tabs - Fawn,MTB-FAW-25,1,8.22,Paper sticker,4911998000,1,1,Paper sticker,4911998000,HS_sticker,sticker
592063788,48689,2025-06-20,awaiting_shipment,EUREKA,CA,0,Wellness Stickers - Lakeside,WNS-LKS-25,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Daily Planner (Hardcover) - Rivière,2026Q4-DAILY-HARD-RIVv,1,72.59,Planner agenda (bound diary),4820102010,1,72.59,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Rivière,MTH-RIV-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
592063818,48691,2025-06-20,awaiting_shipment,CHICAGO,IL,0,2026 Weekly Planner (Hardcover) - Moss,2026Q4-WEEKLY-HARD-MOS,2,72.76,Planner agenda (bound diary),4820102010,2,72.76,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Moss,AC-TB-MO-24,2,8.24,Paper sticker,4911998000,2,8.24,Paper sticker,4911998000,HS_sticker,sticker
592063810,48693,2025-06-20,awaiting_shipment,LOS ANGELES,CA,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Scarlet Oak",2026Q4-COMBO-HARD-SCA,1,115.17,Planner agenda (bound diary),4820102010,1,115.17,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
592063748,48694,2025-06-20,awaiting_shipment,LITTLETON,CO,0,Square Bullet Stickers - Blossomfield,AC-SM-RO,2,6.86,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,Highlight Stickers - Blossomfield,AC-HI-LR,2,6.86,Paper sticker,4911998000,2,4.12,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,Highlight Stickers - Wild Indigo,AC-HI-LI,2,4.12,Paper sticker,4911998000,2,6.86,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,Monthly Tabs - Blossomfield,AC-TB-EB-24,1,8.24,Paper sticker,4911998000,2,6.86,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,2026 Daily Planner (Hardcover) - Blossomfield,2026Q4-DAILY-HARD-BLF,1,91.12,Planner agenda (bound diary),4820102010,1,91.12,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,5,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,6,3fd0023a2311,,1,-29.58,,,,,,,NONE,
592107048,48700,2025-06-20,awaiting_shipment,ROCKFORD,IL,0,Weekly Habit Tracker Notepad,NP-WT,1,9.62,Notepad,4820102020,1,9.62,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Witching Hour",2026Q4-COMBO-HARD-WIT,1,113.21,Planner agenda (bound diary),4820102010,1,113.21,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Floriculture - Dotted Notebook (imperfect) - B5 - Juniper - Minor Cover Imperfections,NTB-DOT-B5-JUN-IM,1,45.34,"Notebook (sewn journal, B5 size)",4820102030,1,45.34,"Notebook (sewn journal, B5 size)",4820102030,HS_notebook-b5,notebook-b5
592107052,48701,2025-06-20,awaiting_shipment,COLUMBIA,SC,0,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Horizontal Planner (Hardcover) - Scarlet Oak,2026Q4-HOR-HARD-SCA,1,72.83,Planner agenda (bound diary),4820102010,1,72.83,Planner agenda (bound diary),4820102010,HS_planner,planner
621491119,48702,2025-06-20,awaiting_shipment,PARK RIDGE,IL,0,"2026 Weekly & Daily Planner (Cloth Flex, 70gsm) - Rivière",2026Q4-COMBO-CLOTH-RIV,1,103.76,Planner agenda (bound diary),4820102010,1,103.76,Planner agenda (bound diary),4820102010,HS_planner,planner
592107099,48703,2025-06-20,awaiting_shipment,BRIGHTON,MA,0,Monthly Tabs - Rivière,MTH-RIV-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Daily Duo Planner (Hardcover) - Rivière,2026Q4-DUO-HARD-RIV,1,145.18,Planner agenda (bound diary),4820102010,1,145.18,Planner agenda (bound diary),4820102010,HS_planner,planner
592107035,48706,2025-06-20,awaiting_shipment,OLATHE,KS,0,Finance Stickers - Hydrangea,AC-TM-HY,1,6.86,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,Finance Stickers - Lakeside,AC-TM-LA,1,6.86,Paper sticker,4911998000,1,6.86,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,8.24,Paper sticker,4911998000,1,6.86,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,2026 Weekly Planner (Hardcover) - Wild Indigo,2026Q4-WEEKLY-HARD-WDI,1,72.77,Planner agenda (bound diary),4820102010,1,72.77,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,4,2025 Minimalist Weekly Planner (A5) - Lilac,2025Q4-MIN-LIL,1,41.19,Planner agenda (bound diary),4820102010,1,41.19,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,5,MT Washi - Evergreen,AC-MT-EG,1,6.86,Decorative tape for journaling,4811412100,1,6.86,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,6,MT Washi - Matte - Matte Purple,AC-MT-MP,1,6.86,Decorative tape for journaling,4811412100,1,6.86,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,7,MT Washi - Empress Blue,AC-MT-EB,1,6.86,Decorative tape for journaling,4811412100,1,6.86,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,8,MT Washi - Matte - Lilac,AC-MT-LA,1,6.86,Decorative tape for journaling,4811412100,1,6.86,Decorative tape for journaling,4811412100,HS_tape,tape
,,,,,,9,AMANDASFAVORITES,,1,-11.4,Decorative tape for journaling,4811412100,1,6.86,Decorative tape for journaling,4811412100,FALLBACK,
,,,,,,10,MT Washi Metallic - Metallic Rose,MT-WAS-WSH,1,6.86,,,,,Decorative tape for journaling,4811412100,NONE,tape
592107071,48707,2025-06-20,awaiting_shipment,WILLIAMSVILLE,NY,0,Heritage Pen - Brass,PEN-BRASS,1,98.85,Gel ink pen,9608100000,1,98.85,Gel ink pen,9608100000,HS_pen,pen
,,,,,,1,Monthly Tabs - Plum Grove,MNT-PLG-25,1,8.24,Paper sticker,4911998000,1,5.49,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,Time Management - Summer Solstice,TMG-SNT-25,1,6.86,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Enchanted Forest",2026Q4-COMBO-HARD-ENF,1,98.85,Planner agenda (bound diary),4820102010,1,98.85,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,4,Lists - Top Three,LIST-DEF,1,5.49,Paper sticker,4911998000,1,6.86,Paper sticker,4911998000,HS_sticker,sticker
592128807,48712,2025-06-20,awaiting_shipment,HACIENDA HTS,CA,0,2026 B5 Minimalist Planner (Cloth Flex) - Enchanted Forest,2026Q4-B5MIN-CLOTH-ENF,1,91.95,Planner agenda (bound diary),4820102010,1,91.95,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"Luminé - Dotted Notebook - B5 (6.9"" x 9.8"") / Wild Orchid",NBD-SP-24-B5-WO-LMN,1,50.8,"Notebook (sewn journal, B5 size)",4820102030,1,50.8,"Notebook (sewn journal, B5 size)",4820102030,HS_notebook-b5,notebook-b5
592128812,48714,2025-06-20,awaiting_shipment,WORCESTER,MA,0,2026 A5 Minimalist Horizontal Planner (Hardcover) - Wild Indigo,2026Q4-A5MIN-H-HARD-WDI,1,72.76,Planner agenda (bound diary),4820102010,1,72.76,Planner agenda (bound diary),4820102010,HS_planner,planner
592167679,48715,2025-06-20,awaiting_shipment,TACOMA,WA,0,2026 A5 Minimalist Vertical Planner (Cloth Flex) - Charbon,2026Q4-A5MIN-V-CLOTH-CHB,1,72.76,Planner agenda (bound diary),4820102010,1,72.76,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Snapdragon,MNT-SNP-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
592167694,48717,2025-06-20,awaiting_shipment,CAMERON,NC,0,"Graph Notebook (No Foil, Cloth Flex, 70gsm) - A5 / Charbon",GRP-CHB-CF7,1,57.66,Notebook (bound journal),4820102060,1,57.66,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Charbon",2026Q4-COMBO-CLOTH-CHB,1,98.85,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Charbon",482010,1,98.85,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Charbon",482010,FALLBACK,
,,,,,,2,KATE10,,1,-15.65,,,,,,,NONE,
592167635,48718,2025-06-20,awaiting_shipment,WARDSVILLE,MO,0,2026 B5 Minimalist Planner (Hardcover) - Autumnal,2026Q4-B5MIN-HARD-AUT,1,91.72,Planner agenda (bound diary),4820102010,1,91.72,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Autumnal,MTH-AUT-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,AMANDASFAVORITES,,1,-9.16,,,,,,,NONE,
592167698,48719,2025-06-20,awaiting_shipment,TARENTUM,PA,0,2026 B5 Minimalist Planner (Hardcover) - Witching Hour,2026Q4-B5MIN-HARD-WIT,1,87.65,Planner agenda (bound diary),4820102010,1,87.65,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,WELCOME10,,1,-8.77,,,,,,,NONE,
592186034,48727,2025-06-20,awaiting_shipment,BALTIMORE,MD,0,2026 A5 Minimalist Horizontal Planner (Cloth Flex) - Charbon,2026Q4-A5MIN-H-CLOTH-CHB,1,72.82,Planner agenda (bound diary),4820102010,1,72.82,Planner agenda (bound diary),4820102010,HS_planner,planner
592186044,48728,2025-06-20,awaiting_shipment,LEE,MA,0,Priority Flow Notepad,NP-PF,2,9.59,Notepad,4820102020,2,9.59,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,Weekly Habit Tracker Notepad,NP-WT,2,9.59,Notepad,4820102020,2,9.59,Notepad,4820102020,HS_notepad,notepad
,,,,,,2,2026 A5 Minimalist Vertical Planner (Hardcover) - Witching Hour,2026Q4-A5MIN-V-HARD-WIT,1,92.93,Planner agenda (bound diary),4820102010,1,92.93,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,Monthly Tabs - Snapdragon,MNT-SNP-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
592237541,48737,2025-06-20,awaiting_shipment,WASHINGTON,DC,0,2026 Horizontal Planner (Hardcover) - Woodlands,2026Q4-HOR-HARD-WDL,1,72.8,Planner agenda (bound diary),4820102010,1,72.8,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Snapdragon,MNT-SNP-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
592237528,48739,2025-06-20,awaiting_shipment,MENANDS,NY,0,2026 B5 Minimalist Planner (Cloth Flex) - Charbon,2026Q4-B5MIN-CLOTH-CHB,1,87.91,Planner agenda (bound diary),4820102010,1,87.91,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",2026Q4-COMBO-CLOTH-SCA,1,98.9,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",482010,1,98.9,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",482010,FALLBACK,
592237544,48740,2025-06-20,awaiting_shipment,FAIRWAY,KS,0,2026 Weekly Planner (Hardcover) - Fawn,2026Q4-WEEKLY-HARD-FWN,1,91.16,Planner agenda (bound diary),4820102010,1,91.16,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",2026Q4-COMBO-CLOTH-SCA,1,102.98,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",482010,1,102.98,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",482010,FALLBACK,
592262326,48743,2025-06-20,awaiting_shipment,BLOOMINGTON,MN,0,2026 Daily Duo Planner (Hardcover) - Enchanted Forest,2026Q4-DUO-HARD-ENF,1,153.76,Planner agenda (bound diary),4820102010,1,153.76,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Rivière,MTH-RIV-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
592262332,48745,2025-06-20,awaiting_shipment,AURORA,CO,0,2026 Horizontal Planner (Hardcover) - Scarlet Oak,2026Q4-HOR-HARD-SCA,1,88.1,Planner agenda (bound diary),4820102010,1,88.1,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,767ba8414eb7,,1,-11.22,,,,,,,NONE,
592295782,48746,2025-06-20,awaiting_shipment,BOYNTON BEACH,FL,0,Monthly Tabs - Rivière,MTH-RIV-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Horizontal Planner (Paper Flex) - Rivière,2026Q4-HOR-PAPER-RIV,1,72.8,Planner agenda (bound diary),4820102010,1,72.8,Planner agenda (bound diary),4820102010,HS_planner,planner
592295807,48750,2025-06-20,awaiting_shipment,N CHESTERFLD,VA,0,2026 A5 Minimalist Vertical Planner (Cloth Flex) - Charbon,2026Q4-A5MIN-V-CLOTH-CHB,1,72.8,Planner agenda (bound diary),4820102010,1,72.8,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,ANDREABLUE10,,1,-7.28,,,,,,,NONE,
592295803,48751,2025-06-20,awaiting_shipment,MORROW,OH,0,2026 B5 Minimalist Planner (Hardcover) - Blossomfield,2026Q4-COMBO-HARD-BLF,1,96.06,Planner agenda (bound diary),4820102010,1,96.06,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Blossomfield,AC-TB-EB-24,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,AMANDASFAVORITES,,1,-9.6,,,,,,,NONE,
592295812,48753,2025-06-20,awaiting_shipment,CHICAGO,IL,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Enchanted Forest",2026Q4-COMBO-HARD-ENF,1,98.89,Planner agenda (bound diary),4820102010,1,98.89,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Snapdragon,MNT-SNP-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,SAVE15,,1,-16.07,,,,,,,NONE,
592295806,48755,2025-06-20,awaiting_shipment,NASHVILLE,IN,0,2026 Daily Duo Planner (Hardcover) - Charbon,2026Q4-DUO-HARD-WCHB,1,191.96,Planner agenda (bound diary),4820102010,1,191.96,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Charbon,AC-TB-CH-24,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,AMANDASFAVORITES,,1,-19.19,,,,,,,NONE,
592295800,48757,2025-06-20,awaiting_shipment,WESTMINSTER,CA,0,2026 Daily Planner (Hardcover) - Witching Hour,2026Q4-DAILY-HARD-WIT,1,92.93,Planner agenda (bound diary),4820102010,1,92.93,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Autumnal,MTH-AUT-25,1,8.22,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,WELCOME10,,1,-10.13,,,,,,,NONE,
592295818,48759,2025-06-20,awaiting_shipment,PASADENA,CA,0,"2026 Weekly & Daily Planner (Paper Flex, 70gsm) - Charbon",2026Q4-COMBO-PAPER-CHB,1,98.89,Planner agenda (bound diary),4820102010,1,98.89,Planner agenda (bound diary),4820102010,HS_planner,planner
592319416,48760,2025-06-20,awaiting_shipment,WOODWAY,TX,0,2026 Daily Duo Planner (Hardcover) - Autumnal,2026Q4-DUO-HARD-AUT,1,159.88,Planner agenda (bound diary),4820102010,1,159.88,Planner agenda (bound diary),4820102010,HS_planner,planner
592319406,48761,2025-06-20,awaiting_shipment,MIDLAND,TX,0,"Dotted Notebook (No Foil, Cloth Flex, 70gsm) - A5 / Charbon",DOT-CHB-CF7,1,56.31,Notebook (bound journal),4820102060,1,56.31,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,"Graph Notebook (No Foil, Cloth Flex, 70gsm) - A5 / Charbon",GRP-CHB-CF7,1,56.31,Notebook (bound journal),4820102060,1,56.31,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,2,"2026 Weekly & Daily Planner (Paper Flex, 70gsm) - Charbon",2026Q4-COMBO-PAPER-CHB,1,98.89,Planner agenda (bound diary),4820102010,1,98.89,Planner agenda (bound diary),4820102010,HS_planner,planner
592319411,48763,2025-06-20,awaiting_shipment,EVERETT,WA,0,2026 Daily Planner (Hardcover) - Blossomfield,2026Q4-DAILY-HARD-BLF,1,72.8,Planner agenda (bound diary),4820102010,1,72.8,Planner agenda (bound diary),4820102010,HS_planner,planner
592319429,48764,2025-06-20,awaiting_shipment,PLANT CITY,FL,0,2026 Daily Duo Planner (Paper Flex) - Rivière,22026Q4-DUO-PAPER-RIV,1,145.59,Planner inserts (loose refills),4820900000,1,21.98,Planner agenda (bound diary),4820102010,TYPE_planner,planner
,,,,,,1,Graph Paper Inserts - Discbound - Half Letter,INS-HL-GP,1,21.98,Planner agenda (bound diary),4820102010,1,145.59,Planner inserts (loose refills),4820900000,FALLBACK,insert
592319422,48768,2025-06-20,awaiting_shipment,MONTEVALLO,AL,0,"Curious Rabbit Lined Notebook (150gsm, Hardcover) - A5 / Fawn",LIN-FWN-HA5-CUR,1,49.45,Notebook (bound journal),4820102060,1,49.45,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,2026 Weekly Planner (Hardcover) - Scarlet Oak,2026Q4-WEEKLY-HARD-SCA,1,93.19,Planner agenda (bound diary),4820102010,1,93.19,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,8.24,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,HS_sticker,sticker
592319399,48769,2025-06-20,awaiting_shipment,AUSTIN,TX,0,2026 A5 Minimalist Horizontal Planner (Hardcover) - Woodlands,2026Q4-A5MIN-H-HARD-WDL,1,93.19,Planner agenda (bound diary),4820102010,1,93.19,Planner agenda (bound diary),4820102010,HS_planner,planner
592319418,48770,2025-06-20,awaiting_shipment,BYRON,MN,0,2026 Daily Planner (Hardcover) - Witching Hour,2026Q4-DAILY-HARD-WIT,1,93.19,Planner agenda (bound diary),4820102010,1,93.19,Planner agenda (bound diary),4820102010,HS_planner,planner
592319396,48771,2025-06-20,awaiting_shipment,NEW ORLEANS,LA,0,2026 Weekly Planner (Cloth Flex) - Fawn,2026Q4-WEEKLY-CLOTH-FWN,1,76.87,Planner agenda (bound diary),4820102010,1,76.87,Planner agenda (bound diary),4820102010,HS_planner,planner
592342313,48777,2025-06-20,awaiting_shipment,DELRAN,NJ,0,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Fawn",2026Q4-COMBO-CLOTH-FWN,1,98.89,Paper sticker,4911998000,1,8.24,Paper sticker,4911998000,FALLBACK,
,,,,,,1,Monthly Tabs - Fawn,MTB-FAW-25,1,8.24,Planner agenda (bound diary),4820102010,1,98.89,Paper sticker,4911998000,FALLBACK,sticker
592342319,48778,2025-06-20,awaiting_shipment,PALMHURST,TX,0,2026 Weekly Planner (Paper Flex) - Charbon,2026Q4-WEEKLY-PAPER-CHB,1,72.8,Planner agenda (bound diary),4820102010,1,95.24,Planner agenda (bound diary),4820102010,HS_planner,planner
